DATE,TMAX,TMIN,PRCP
30-05-1990,34.65,24.8,10.3
31-05-1990,34.32,25.26,5.75
01-06-1990,32.09,24.33,75.13
02-06-1990,33.37,23.61,0.25
03-06-1990,34.75,24.69,0
04-06-1990,31.45,24.51,0.15
05-06-1990,36.09,24.35,3.05
06-06-1990,38.01,23.38,0.44
07-06-1990,38.39,23.28,0.04
08-06-1990,39.65,24.24,0.06
09-06-1990,39.41,25.17,0.24
10-06-1990,38.1,25.09,0.11
11-06-1990,36.94,25.48,0.28
12-06-1990,36.56,25.55,6.09
13-06-1990,36.35,25.26,1.45
14-06-1990,38.18,25.35,0.23
15-06-1990,41.73,25.87,0.02
16-06-1990,38.41,26.26,0.82
17-06-1990,40.73,25.55,3.54
18-06-1990,39.61,25.69,7.28
19-06-1990,34.83,24.98,34.92
20-06-1990,33.34,23.72,43.58
21-06-1990,34.84,23.92,18.58
22-06-1990,32.69,24.27,3.42
23-06-1990,33.68,23.98,0.52
24-06-1990,33.68,24.33,0.49
25-06-1990,33.19,24.21,0.65
26-06-1990,35.99,24.43,0.64
27-06-1990,35.79,24.95,0.11
28-06-1990,31.47,25.51,21.18
29-06-1990,28.41,23.88,17.6
30-06-1990,28.47,23.83,10.22
01-07-1990,32.68,23.59,15.28
02-07-1990,27.63,24.01,19.52
03-07-1990,28.86,23.61,41.13
04-07-1990,29.3,23.34,18.69
05-07-1990,31.29,22.9,8.13
06-07-1990,31.51,22.79,2.46
07-07-1990,32.01,22.31,2.88
08-07-1990,30.94,22.61,2.36
09-07-1990,30.81,22.91,1.96
10-07-1990,31.96,23.37,0.26
11-07-1990,32.09,23.4,1.69
12-07-1990,31.34,23.94,0.83
13-07-1990,31.39,23.67,2.63
14-07-1990,31.13,23.4,1.59
15-07-1990,30.26,23.65,1.05
16-07-1990,26.45,22.87,36.95
17-07-1990,29.92,22.12,30.25
18-07-1990,28.98,22.79,8.29
19-07-1990,27.2,23.38,5.02
20-07-1990,29.61,22.87,1.67
21-07-1990,31.08,22.89,1.56
22-07-1990,30.76,23.01,0.65
23-07-1990,28.73,23.61,2.61
24-07-1990,29.79,23.51,19.96
25-07-1990,27.86,22.73,27.14
26-07-1990,28.32,21.77,3.44
27-07-1990,31.14,22.26,1.67
28-07-1990,30.68,22.71,0.27
29-07-1990,31.05,22.26,1.08
30-07-1990,30.85,22.27,0.6
31-07-1990,30.8,22.7,0.18
01-08-1990,27.95,22.8,2.62
02-08-1990,28.29,22.63,23.07
03-08-1990,29.67,22.01,17.5
04-08-1990,27.82,22.98,8.44
05-08-1990,29.4,22.25,7.13
06-08-1990,30.37,22.52,2.52
07-08-1990,30.2,22.73,2.38
08-08-1990,28.89,23.72,1.2
09-08-1990,29.73,23.39,31.42
10-08-1990,29.8,23.51,7.61
11-08-1990,31.86,23.22,0.23
12-08-1990,29.48,24.28,0.1
13-08-1990,29.89,23.44,0.75
14-08-1990,29.21,23.09,1.3
15-08-1990,27.39,23.12,16.2
16-08-1990,28.97,23.97,21.58
17-08-1990,30.26,24.86,7.04
18-08-1990,31.37,24.33,21.49
19-08-1990,31.8,23.48,9.72
20-08-1990,31.05,24.13,8.49
21-08-1990,30.35,24.62,2.15
22-08-1990,27.69,24.69,3.29
23-08-1990,28.33,24.77,89.8
24-08-1990,29.09,23.49,57.23
25-08-1990,29.83,22.63,4.24
26-08-1990,30.08,22.44,0.31
27-08-1990,29.95,23,1.31
28-08-1990,27.58,22.67,8.44
29-08-1990,27.9,22.94,7.08
30-08-1990,28.09,23.94,34.34
31-08-1990,27.76,24.28,50.5
01-09-1990,28.45,24.82,9.25
02-09-1990,26.56,22.73,2.83
03-09-1990,29.09,21.91,1.55
04-09-1990,27.55,22.15,1.19
05-09-1990,26.45,22.32,1.95
06-09-1990,29.67,23.29,14.05
07-09-1990,28.54,23.16,33.47
08-09-1990,29.54,22.76,2.94
09-09-1990,29.15,22.34,1.67
10-09-1990,29.92,22.19,0.46
11-09-1990,29.29,22.45,0.05
12-09-1990,30.19,22.65,0
13-09-1990,29.65,22.29,0.33
14-09-1990,28.89,21.38,0.58
15-09-1990,25.83,22.39,32.7
16-09-1990,27.82,22.12,44.9
17-09-1990,29.52,21.3,3.13
18-09-1990,27.39,21.03,11.15
19-09-1990,26.83,20.47,0.75
20-09-1990,27.62,21.11,8.24
21-09-1990,25.98,21.76,27.74
22-09-1990,28.77,22.73,19.65
23-09-1990,27.78,22.66,17.6
24-09-1990,28.42,22.54,11.32
25-09-1990,28.65,22.8,3.32
26-09-1990,26.39,22.77,45.85
27-09-1990,27.19,22.69,10.33
28-09-1990,29.44,21.36,21.95
29-09-1990,29.44,21.91,14.38
30-09-1990,29.33,21.56,5.84
01-10-1990,29.23,20.93,3.04
02-10-1990,27.75,20.94,3.81
03-10-1990,29.11,20.14,0.09
04-10-1990,29.42,19.75,0.54
05-10-1990,29.48,19.07,0.11
06-10-1990,29.13,18.51,0.04
07-10-1990,29.12,21.5,1.53
08-10-1990,29.14,22.25,10.29
09-10-1990,29.19,21.01,0.51
10-10-1990,29.53,20.59,0.29
11-10-1990,26.43,18.84,0.54
12-10-1990,29.44,16.55,0.07
13-10-1990,29.78,17.94,0.05
14-10-1990,30.02,19.05,0.02
15-10-1990,29,17.51,0
16-10-1990,30.05,16.98,0
17-10-1990,29.65,17.47,0
18-10-1990,29.86,18.66,0
19-10-1990,30.46,19.56,0
20-10-1990,29.57,18.69,0
21-10-1990,29.16,20.18,0
22-10-1990,28.73,19.09,0
23-10-1990,24.77,20.23,0
24-10-1990,28.15,18.73,0
25-10-1990,26.58,19.69,0
26-10-1990,27.97,19.01,2.33
27-10-1990,26.08,19.81,1.48
28-10-1990,27.83,19.77,0.28
29-10-1990,26.41,17.01,0
30-10-1990,26.88,17.76,0
31-10-1990,28.29,14.69,0.03
01-11-1990,27.9,14.62,1.12
02-11-1990,27.23,13.54,0
03-11-1990,27,13.33,0
04-11-1990,27.16,12.93,0
05-11-1990,27.55,14.68,0
06-11-1990,27.33,14.65,0
07-11-1990,28.23,14.73,0
08-11-1990,28.14,12.8,0
09-11-1990,28.13,12.18,0
10-11-1990,28.09,13.63,0
11-11-1990,26.92,14.1,0
12-11-1990,25.49,11.12,0
13-11-1990,26.58,12.33,0
14-11-1990,27.51,13.7,0
15-11-1990,27.76,14.4,0
16-11-1990,27.83,13.23,0
17-11-1990,27.97,14.09,0
18-11-1990,27.71,12.08,0
19-11-1990,27.96,12.41,0
20-11-1990,26.27,12.83,0
21-11-1990,27.17,13.79,0
22-11-1990,26.96,13.33,0.01
23-11-1990,27.04,12.38,0
24-11-1990,27.29,13.15,0
25-11-1990,25.91,15.52,0
26-11-1990,27.9,15.73,0
27-11-1990,26.05,17.38,0
28-11-1990,29.12,16.63,0
29-11-1990,28.71,15.44,0
30-11-1990,29.05,13.98,0
01-12-1990,27.26,12.08,0
02-12-1990,26.68,14.03,0
03-12-1990,28.44,14.98,0
04-12-1990,26.62,16.64,0
05-12-1990,27.37,15.56,0
06-12-1990,27.58,13.33,0
07-12-1990,27.93,12.2,0
08-12-1990,28.51,13.21,0
09-12-1990,26.73,15.37,1.12
10-12-1990,26.68,14.83,0.04
11-12-1990,26.98,11.98,0
12-12-1990,26.52,11.24,0
13-12-1990,26.28,9.83,0
14-12-1990,26.33,9.7,0
15-12-1990,26.43,9.73,0
16-12-1990,27.11,10.43,0
17-12-1990,27.68,10.4,0
18-12-1990,25.87,10.33,0
19-12-1990,25.76,9.97,0
20-12-1990,25.96,8.62,0
21-12-1990,26.94,9.59,0
22-12-1990,27.23,9.73,0
23-12-1990,27.7,10.15,0
24-12-1990,27.48,10.66,0
25-12-1990,27.56,10.09,0
26-12-1990,26.76,9.77,0
27-12-1990,28.09,10.67,0
28-12-1990,28,10.69,0
29-12-1990,26.49,11.07,0
30-12-1990,24.36,9.52,0
31-12-1990,22.78,6.16,0
01-01-1991,21.94,3.55,0
02-01-1991,21.47,3.14,0
03-01-1991,21.26,2.41,0
04-01-1991,23.4,5.11,0
05-01-1991,25.19,5.78,0
06-01-1991,27.06,6.95,0
07-01-1991,27.85,13.33,0
08-01-1991,25.77,11.02,0
09-01-1991,25.55,8.73,0
10-01-1991,26.29,8.91,0
11-01-1991,27.12,9.71,0
12-01-1991,26.2,9.53,0
13-01-1991,24.84,8.76,0
14-01-1991,25.37,7.08,0
15-01-1991,25.39,6.08,0
16-01-1991,27.12,7.71,0
17-01-1991,27.28,8.74,0
18-01-1991,27.32,8.9,0
19-01-1991,25.21,7.14,0
20-01-1991,26.1,6.37,0
21-01-1991,28.87,7.93,0
22-01-1991,30.28,11.3,0
23-01-1991,29.81,11.14,0
24-01-1991,31.24,11.05,0
25-01-1991,32.71,12.76,0
26-01-1991,33.9,13.82,0
27-01-1991,33.98,14.12,0
28-01-1991,33.88,14.04,0
29-01-1991,33.73,13.63,0
30-01-1991,33.65,14.72,0
31-01-1991,33.26,13.76,0
01-02-1991,32.13,12.64,0
02-02-1991,29.98,10.78,0
03-02-1991,30.68,10.65,0
04-02-1991,30.53,12.19,0
05-02-1991,32.17,10.94,0
06-02-1991,33.47,13.46,0
07-02-1991,33.06,14.35,0
08-02-1991,33.21,14.51,0
09-02-1991,34.64,14.19,0
10-02-1991,34.56,16.19,0
11-02-1991,35.22,15.88,0
12-02-1991,31.58,15.28,0
13-02-1991,31.54,13.24,0
14-02-1991,31.16,14.23,0
15-02-1991,32.68,12.72,0
16-02-1991,32.4,12.67,0
17-02-1991,31.54,13.9,0
18-02-1991,29.83,11.52,0
19-02-1991,31.63,10.22,0
20-02-1991,35.13,12.76,0
21-02-1991,35.44,17.9,0
22-02-1991,35.8,22.3,0
23-02-1991,36.41,23.49,0.43
24-02-1991,36.09,19.87,0.05
25-02-1991,36.05,16.42,0
26-02-1991,33.97,19.47,0
27-02-1991,31.55,13.58,0
28-02-1991,33.38,13.51,0.26
01-03-1991,33.28,14.17,0
02-03-1991,35.67,15.19,0
03-03-1991,37.2,16.61,0
04-03-1991,36.02,16.41,0.8
05-03-1991,34.59,16.58,0.12
06-03-1991,34.27,16.2,0
07-03-1991,33.86,15.26,0
08-03-1991,35.37,15.8,0
09-03-1991,37.68,16.28,0
10-03-1991,37.9,20.36,0
11-03-1991,37.77,17.03,0
12-03-1991,37.62,16.8,0
13-03-1991,36.66,17.7,0
14-03-1991,37.12,16.35,0
15-03-1991,37.2,16.66,0
16-03-1991,38.02,17.88,0
17-03-1991,39.12,19.04,0
18-03-1991,39.98,18.57,0
19-03-1991,39.23,19.8,0
20-03-1991,38.73,20.51,0
21-03-1991,38.77,18.76,0
22-03-1991,35.04,21.01,0
23-03-1991,35.46,17.94,0
24-03-1991,34.69,16.33,0
25-03-1991,36.3,16.84,0
26-03-1991,38.38,17.72,0
27-03-1991,39.48,19.34,0
28-03-1991,41.21,20.72,0
29-03-1991,41.8,21.87,0
30-03-1991,41.95,23.8,0
31-03-1991,41.72,24.29,0
01-04-1991,41.89,23.42,0
02-04-1991,40.07,24.46,0
03-04-1991,40.01,25.6,0
04-04-1991,35.21,26.08,0
05-04-1991,34.02,23.61,0
06-04-1991,37.33,22.62,0
07-04-1991,36.51,21.15,0
08-04-1991,37.34,21.26,0
09-04-1991,37.22,22.56,0
10-04-1991,38.02,20.82,0
11-04-1991,38.65,19.76,0
12-04-1991,39.59,19.93,0
13-04-1991,40.26,23.54,0
14-04-1991,40.78,23.98,0
15-04-1991,41.54,22.75,0
16-04-1991,39.72,20.91,0
17-04-1991,39.6,19.83,0
18-04-1991,39.73,19.56,0
19-04-1991,40.48,19.99,0
20-04-1991,40.8,20.57,0
21-04-1991,42.11,20.23,0
22-04-1991,41.87,23.3,0
23-04-1991,41.03,23.73,0
24-04-1991,41.8,24.44,0
25-04-1991,41.45,23.6,0
26-04-1991,42.83,23.1,0
27-04-1991,43.3,25.63,0
28-04-1991,43.95,24.73,0
29-04-1991,44.19,26.71,0
30-04-1991,44.17,25.44,0
01-05-1991,42.83,26.46,0
02-05-1991,41.7,24.58,0
03-05-1991,41.49,25.83,0
04-05-1991,42.31,26.11,0
05-05-1991,42.64,26.91,0
06-05-1991,42.92,27.77,0
07-05-1991,41.9,26.76,0
08-05-1991,42.81,28.22,0
09-05-1991,43.16,28.15,0
10-05-1991,42.24,26.65,0
11-05-1991,42.05,25.68,0
12-05-1991,43.17,25.1,0
13-05-1991,44.65,26.58,0
14-05-1991,45.01,26.09,0
15-05-1991,44.99,28.12,0
16-05-1991,44.48,27.37,0
17-05-1991,44.75,28.33,0
18-05-1991,43.44,30.19,0
19-05-1991,43.3,28.19,0.14
20-05-1991,43.48,28.37,0
21-05-1991,44.94,30.12,0
22-05-1991,44.28,29.2,0
23-05-1991,43.49,28.92,0
24-05-1991,45.22,28.51,0
25-05-1991,45.05,28.39,0
26-05-1991,45.9,30.73,0
27-05-1991,45.5,29.44,0
28-05-1991,45.54,28.3,0
29-05-1991,45.62,28.18,0
30-05-1991,45.64,28.08,0
31-05-1991,45.73,27.37,0
01-06-1991,46.49,29.24,0
02-06-1991,46.79,27.07,0
03-06-1991,45.56,27.87,0
04-06-1991,45.49,27.55,0.04
05-06-1991,44.12,29.38,0.01
06-06-1991,43.81,31.85,0
07-06-1991,38.05,29.51,2.89
08-06-1991,36.65,26.68,8.61
09-06-1991,29.53,25.53,32.91
10-06-1991,31.91,24.94,16.6
11-06-1991,31.29,24.76,78.64
12-06-1991,34.35,24.69,14.81
13-06-1991,36.37,24.51,2.16
14-06-1991,37.33,23.63,0.08
15-06-1991,34.68,23.63,21.27
16-06-1991,36.32,23.8,0.13
17-06-1991,34.98,23.3,0
18-06-1991,35.26,23.9,0.18
19-06-1991,35.73,23.74,0.14
20-06-1991,35.77,24.27,1.15
21-06-1991,36.7,24.84,1.32
22-06-1991,38.21,25.38,0.72
23-06-1991,38.71,24.81,4.8
24-06-1991,37.88,25.96,0.03
25-06-1991,37.43,23.02,0
26-06-1991,37.4,23.78,0
27-06-1991,37.9,23.95,0
28-06-1991,39.4,24.57,0.01
29-06-1991,37.52,25.5,0.1
30-06-1991,37.51,25.06,4.29
01-07-1991,33.52,24.53,20.68
02-07-1991,34.78,24.7,0.84
03-07-1991,34.7,23.82,0
04-07-1991,35.21,23.99,0
05-07-1991,35.55,24.46,0
06-07-1991,36.77,24.51,0
07-07-1991,37.15,24.4,0
08-07-1991,36.65,25.38,0.1
09-07-1991,35.15,25.86,1.51
10-07-1991,37.94,25.56,1.13
11-07-1991,38.86,25.65,1.28
12-07-1991,38.71,26.04,4.95
13-07-1991,33.28,25.2,20.16
14-07-1991,32.62,24.49,3.28
15-07-1991,35.45,23.93,6.91
16-07-1991,34.67,25.02,1.33
17-07-1991,34.29,24.6,10.87
18-07-1991,29.78,24.26,5.87
19-07-1991,29.67,23.87,5.93
20-07-1991,28.33,23.79,8.19
21-07-1991,28.09,23.69,10.52
22-07-1991,26.48,22.78,20.79
23-07-1991,28.41,22.26,3.46
24-07-1991,28.51,22.92,13.04
25-07-1991,25.3,21.73,47.43
26-07-1991,25.88,21.86,37.1
27-07-1991,31.51,22.58,3.3
28-07-1991,29.28,23.01,0.27
29-07-1991,31.11,24.42,0.58
30-07-1991,27.69,25.12,28.19
31-07-1991,27.96,23.98,58.51
01-08-1991,30.48,22.98,11.39
02-08-1991,29.23,23.08,2.57
03-08-1991,26.75,23.3,10.12
04-08-1991,28.57,22.98,34.37
05-08-1991,30.23,22.76,5.95
06-08-1991,28.26,22.94,0.99
07-08-1991,29.98,22.93,0.31
08-08-1991,27.85,22.83,21.94
09-08-1991,29.62,22.68,15.8
10-08-1991,27.66,23.03,9.11
11-08-1991,29.17,22.47,14.25
12-08-1991,30.11,22.79,4.69
13-08-1991,28.75,23.15,18.83
14-08-1991,28.7,22.77,1.78
15-08-1991,27.56,22.37,0.57
16-08-1991,28.74,22.49,2.56
17-08-1991,29.98,22.92,3.21
18-08-1991,28.55,23.22,1.84
19-08-1991,26.26,23.43,20.15
20-08-1991,26.78,23.27,32.81
21-08-1991,26.62,22.9,5.49
22-08-1991,28.11,22.6,1.64
23-08-1991,29.23,23.2,4.92
24-08-1991,26.76,23.26,72.6
25-08-1991,27.35,22.95,70.43
26-08-1991,29.09,22.33,5.58
27-08-1991,29.08,21.81,0.35
28-08-1991,28.34,21.8,0.02
29-08-1991,27.94,21.62,0.15
30-08-1991,27.24,21.76,5.52
31-08-1991,24.99,21.98,8.05
01-09-1991,29.12,21.52,7.9
02-09-1991,28.33,22.04,4.34
03-09-1991,28.36,22.01,0.98
04-09-1991,29.23,22.28,2.05
05-09-1991,29.3,22.32,0.9
06-09-1991,28.95,21.85,0.57
07-09-1991,29.06,21.24,0.41
08-09-1991,29.13,20.94,0.04
09-09-1991,29.33,20.73,0
10-09-1991,29.07,19.73,0
11-09-1991,29.37,18.9,0
12-09-1991,29.7,19.45,0
13-09-1991,29.82,19.05,0
14-09-1991,30.48,19.05,0
15-09-1991,30.51,19.65,0
16-09-1991,30.12,20.62,0
17-09-1991,29.92,20.72,0
18-09-1991,29.98,19.94,0
19-09-1991,29.81,19.57,0
20-09-1991,30.31,19.42,0.03
21-09-1991,31.28,20.16,0.08
22-09-1991,31.1,19.99,0
23-09-1991,31.62,20.35,0
24-09-1991,31.58,19.39,0
25-09-1991,30.99,18.19,0
26-09-1991,31,18.08,0
27-09-1991,30.85,18.9,0.01
28-09-1991,31.55,19.78,0
29-09-1991,30.98,21.06,0
30-09-1991,31.4,20.21,0
01-10-1991,31.63,20.65,0.08
02-10-1991,30.86,18.05,0
03-10-1991,29.93,17.38,0
04-10-1991,29.89,15.13,0
05-10-1991,30.24,15.91,0
06-10-1991,31,15.67,0
07-10-1991,32,18.69,0
08-10-1991,32.48,17.62,0
09-10-1991,32.77,18.37,0
10-10-1991,33.12,19.48,0
11-10-1991,33.48,17.41,0
12-10-1991,34.09,21.15,0
13-10-1991,33.49,16.48,0
14-10-1991,32.61,15.9,0
15-10-1991,32.21,18.3,0
16-10-1991,32.37,19.12,0.98
17-10-1991,31.36,20.11,0
18-10-1991,32.93,17.29,0
19-10-1991,33.77,17.47,0
20-10-1991,33.65,16.33,0
21-10-1991,33.89,15.39,0
22-10-1991,33.78,15.91,0
23-10-1991,33.48,15.83,0
24-10-1991,32.85,14.87,0
25-10-1991,32.79,15.82,0
26-10-1991,32.35,14.39,0
27-10-1991,33.27,14.41,0
28-10-1991,33.83,16.21,0
29-10-1991,34.05,16.62,0
30-10-1991,32.96,14.62,0
31-10-1991,31.74,14.2,0
01-11-1991,32.05,14.14,0
02-11-1991,31.88,14.29,0
03-11-1991,31.4,11.8,0
04-11-1991,32.04,13.18,0
05-11-1991,31.85,15.72,0
06-11-1991,32.28,12.54,0
07-11-1991,32.08,11.93,0
08-11-1991,31.87,12.87,0
09-11-1991,31.75,16.91,0.12
10-11-1991,30.65,18.89,0.27
11-11-1991,29.99,17.26,4.71
12-11-1991,30.17,16.51,0.15
13-11-1991,30.56,15.38,0
14-11-1991,31.33,17.32,0
15-11-1991,30.31,15.72,0
16-11-1991,29.89,14.68,0
17-11-1991,30.51,14.37,0
18-11-1991,26.07,18.87,0.28
19-11-1991,26.78,17.71,0.17
20-11-1991,30.94,15.24,0
21-11-1991,31.01,13.45,0
22-11-1991,30.45,12.84,0.01
23-11-1991,30.62,12.58,0
24-11-1991,30.25,11.36,0
25-11-1991,30.05,11.26,0
26-11-1991,31.28,11.38,0
27-11-1991,29.51,14.3,0
28-11-1991,30.83,14.74,0
29-11-1991,30.96,12.92,0
30-11-1991,30.54,13.52,0
01-12-1991,29.99,10.94,0
02-12-1991,29.76,8.98,0
03-12-1991,29.56,9.18,0
04-12-1991,30.53,9.31,0
05-12-1991,29,11.38,0
06-12-1991,31.39,11.99,0
07-12-1991,30.88,11.44,0
08-12-1991,30.02,11.78,0
09-12-1991,29.5,12.04,0
10-12-1991,29.19,11.56,0
11-12-1991,27.59,11.08,0
12-12-1991,28.41,10.84,0
13-12-1991,29.36,11.32,0
14-12-1991,29.67,11.65,0
15-12-1991,29.72,11.93,0
16-12-1991,29.84,11.89,0
17-12-1991,30.75,11.48,0
18-12-1991,29.47,11.32,0
19-12-1991,29.56,11.55,0
20-12-1991,30.69,13.02,0
21-12-1991,30.37,15.51,0.38
22-12-1991,29.29,14.05,0
23-12-1991,28.05,12.01,0
24-12-1991,28.05,11.81,0.01
25-12-1991,25.15,9.75,0.08
26-12-1991,23.52,8.95,0.07
27-12-1991,24.73,6.79,0
28-12-1991,25.9,7.79,0
29-12-1991,27.57,7.24,0
30-12-1991,25.83,8.67,0
31-12-1991,23.87,6.62,0
01-01-1992,23.13,5.99,0
02-01-1992,23.32,4.63,0
03-01-1992,24.93,5.79,0
04-01-1992,26.92,6.87,0
05-01-1992,28.42,8.44,0
06-01-1992,29.92,8.51,0
07-01-1992,29.55,10.34,0
08-01-1992,28.9,8.23,0
09-01-1992,29.83,9.83,0
10-01-1992,29.66,10.37,0
11-01-1992,26.58,8.35,0
12-01-1992,24.42,6.38,0
13-01-1992,26,5.94,0
14-01-1992,30.33,10.09,0
15-01-1992,30.99,12.25,0
16-01-1992,27.52,8.43,0
17-01-1992,28.33,9.44,0
18-01-1992,29.97,8.8,0
19-01-1992,30.84,8.78,0
20-01-1992,29.98,10.02,0
21-01-1992,30.15,10.73,0
22-01-1992,29.55,11.33,0
23-01-1992,29.96,11.08,0
24-01-1992,31.69,12.06,0
25-01-1992,32.82,12.89,0
26-01-1992,32.8,12.84,0
27-01-1992,33.09,14.87,0
28-01-1992,32.33,15.59,0
29-01-1992,33.12,13.53,0
30-01-1992,30.83,15.81,0
31-01-1992,29.87,16.22,0.2
01-02-1992,28.59,12.81,0.13
02-02-1992,30.55,12.36,0
03-02-1992,30.12,12.89,0
04-02-1992,29.74,15.33,0
05-02-1992,30.98,14.09,0
06-02-1992,32.31,13.14,0
07-02-1992,32.11,16.07,0
08-02-1992,29.62,12.97,0
09-02-1992,28.91,10.83,0
10-02-1992,27.58,9.63,0
11-02-1992,28.23,8.29,0
12-02-1992,30.69,9.32,0
13-02-1992,33.09,12.33,0
14-02-1992,29.18,11.36,0
15-02-1992,30.04,8.91,0
16-02-1992,30.74,9.9,0
17-02-1992,29.47,11.49,0
18-02-1992,30.64,10.43,0
19-02-1992,32.01,11.06,0
20-02-1992,29.44,12.83,0
21-02-1992,29.93,11.38,0
22-02-1992,29.86,11.01,0
23-02-1992,29.51,11.31,0
24-02-1992,30.25,11.53,0
25-02-1992,30.17,10.5,0
26-02-1992,32.32,10.87,0
27-02-1992,34.79,13.06,0
28-02-1992,35.54,13.19,0
29-02-1992,35.4,14.43,0
01-03-1992,35.56,15.91,0
02-03-1992,34.22,15.24,0
03-03-1992,35.05,14.01,0
04-03-1992,35.72,15.53,0.31
05-03-1992,35.47,15.58,0
06-03-1992,34.13,15.19,0
07-03-1992,34.18,15.01,0
08-03-1992,35,14.73,0
09-03-1992,35.58,14.38,0
10-03-1992,35.58,14.83,0
11-03-1992,36.74,16.42,0
12-03-1992,37.73,18.74,0
13-03-1992,37.62,17.87,0
14-03-1992,37.15,19.54,0
15-03-1992,35.15,16.24,0
16-03-1992,35.73,15.56,0
17-03-1992,37.62,16.61,0
18-03-1992,38.68,17.58,0
19-03-1992,37.27,19.48,0
20-03-1992,39.19,20.77,0
21-03-1992,38.48,19.24,0
22-03-1992,39.65,20.58,0
23-03-1992,40.57,20.63,0
24-03-1992,39.94,20.4,0
25-03-1992,39.06,21.3,0
26-03-1992,38.92,19.9,0
27-03-1992,38.68,20.09,0
28-03-1992,39.07,20.66,0
29-03-1992,36.96,21.98,0
30-03-1992,37.59,20.45,0.02
31-03-1992,36.77,21.12,0
01-04-1992,38.16,18.64,0
02-04-1992,40.12,19.76,0
03-04-1992,40.44,19.86,0
04-04-1992,39.44,22.4,0
05-04-1992,39.15,20.74,0
06-04-1992,38.75,21.55,0
07-04-1992,39.09,21.29,0
08-04-1992,39.64,21.62,0
09-04-1992,40.03,21.8,0
10-04-1992,38.89,23.54,0
11-04-1992,40.53,22.87,0
12-04-1992,40.38,22.58,0
13-04-1992,41.26,23.11,0
14-04-1992,40.65,24.33,0
15-04-1992,41.08,22.62,0
16-04-1992,39.72,20.62,0
17-04-1992,41.01,21.45,0
18-04-1992,41.69,21.3,0
19-04-1992,40.86,21.4,0
20-04-1992,41.36,23.09,0
21-04-1992,41.73,24.51,0
22-04-1992,40.69,24.54,0
23-04-1992,39.62,22.05,0
24-04-1992,40.57,21.33,0
25-04-1992,40.48,22.87,0
26-04-1992,41.38,23.13,0
27-04-1992,42.12,23.89,0.06
28-04-1992,43.22,25.57,0
29-04-1992,43,26.72,0
30-04-1992,42.7,26.85,0
01-05-1992,41.8,26.89,0
02-05-1992,42.54,27.55,0.01
03-05-1992,41.3,24.75,0
04-05-1992,41.25,24.76,0
05-05-1992,41.19,25.85,0
06-05-1992,41.64,23.75,0.04
07-05-1992,42.14,23.91,0
08-05-1992,43.28,24.71,0
09-05-1992,43.07,25.73,0
10-05-1992,42.81,26.03,0
11-05-1992,43.49,26.12,0
12-05-1992,45.12,27.12,0
13-05-1992,45.27,28.96,3.42
14-05-1992,44.9,28.59,0.28
15-05-1992,44.51,30.12,0.55
16-05-1992,43.63,29.34,0.08
17-05-1992,42.89,25.44,0
18-05-1992,41.44,25.94,0
19-05-1992,41.63,26.12,0
20-05-1992,40.51,25.3,0
21-05-1992,41.69,25.53,0.2
22-05-1992,43.44,26.65,0.15
23-05-1992,44.84,27.87,0.07
24-05-1992,44.09,28.11,1.43
25-05-1992,43.36,28.06,1.55
26-05-1992,43.48,26.54,0.07
27-05-1992,43.26,27.58,0
28-05-1992,42.32,29.07,0.26
29-05-1992,42.96,28.3,0.43
30-05-1992,42.62,27.47,0
31-05-1992,41.51,26.83,0
01-06-1992,41.55,23.72,0
02-06-1992,42.63,24.12,0
03-06-1992,43.28,25.14,0
04-06-1992,44.41,26.56,0
05-06-1992,45.01,27.98,0
06-06-1992,45.57,29.58,0
07-06-1992,43.3,30.39,6.6
08-06-1992,42.11,27.23,2.12
09-06-1992,42.38,27.01,1.88
10-06-1992,43.72,28.2,0.68
11-06-1992,43.96,28.28,0.16
12-06-1992,43.56,30.46,0
13-06-1992,45.05,29.5,0
14-06-1992,44.51,28.46,0.02
15-06-1992,44.7,29.23,0.15
16-06-1992,45.32,27.24,0.06
17-06-1992,44.9,29.77,2.86
18-06-1992,44.34,27.15,1.14
19-06-1992,36.38,30.2,0.55
20-06-1992,36.59,27.67,2.06
21-06-1992,38.61,26.37,1.54
22-06-1992,38.42,25.9,3.02
23-06-1992,34,26.08,20.12
24-06-1992,37.66,24.69,1.39
25-06-1992,36.83,24.07,12.63
26-06-1992,36.71,24.09,0
27-06-1992,36.58,24.33,0
28-06-1992,37.5,23.76,0.28
29-06-1992,37.78,24.11,0.02
30-06-1992,36.82,25.85,6.02
01-07-1992,38.08,24.74,0.05
02-07-1992,38.96,24.24,0.09
03-07-1992,39.4,23.98,0
04-07-1992,38.77,24.51,0.01
05-07-1992,38.85,23.73,0
06-07-1992,39.19,24.76,0.02
07-07-1992,36.91,25.76,0
08-07-1992,38.02,25.48,0
09-07-1992,37.77,25.58,0.03
10-07-1992,38.74,25.65,0.13
11-07-1992,39.27,27.35,2.57
12-07-1992,39.12,27.62,5.9
13-07-1992,29.87,24.67,1.64
14-07-1992,32.08,24.33,11.63
15-07-1992,32.55,25.04,8.48
16-07-1992,32.33,24.73,6.44
17-07-1992,33.01,24.66,2.75
18-07-1992,31.9,24.69,10.85
19-07-1992,31.78,23.57,12.6
20-07-1992,33.05,23.87,3.1
21-07-1992,30.55,23.76,0.64
22-07-1992,33.65,23.4,10.44
23-07-1992,34.36,23.44,0.38
24-07-1992,35,23.02,3.78
